Drug,Smiles 
135497479,NC1=NC2=C(CC=N2)C(=O)N1
5288660,[H][C@@](NC(=O)CC1=CC=CS1)(C(O)=O)[C@@]1([H])NC(C(O)=O)=C(C)CS1
46936332,C[C@H]1C[C@H](N[C@@H]1C(O)=O)S(O)(=O)=O
8076,CCOCCO
23644096,C(C1=CC=C(C[N@+]23CC[N@@]4CCC[N@]5CC[N@](CCC2)[Cu@@]345)C=C1)[N@+]12CC[N@@]3CCC[N@]4CC[N@](CCC1)[Cu@@]234
955,OC(=O)CCC(=O)C1=C(C=CC=C1)C(O)=O
11575,IC1=CC=CC=C1
4631605,CC1=C(CCOP([O-])([O-])=O)SC=[N+]1CC1=CN=C(N=C1N)C(F)(F)F
132519,[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CNC2=CC=CC=C12)C(=O)NC
1263358,OC[C@H]1O[C@@H](C[C@@H]1O)N1C=CC(=O)NC1=O
4354,CC(=O)N(Br)CCOP(O)(O)=O
448661,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(N)(=O)=O
1755,OC(=O)CCCCCC(=O)CCC(O)=O
108156,CCCCCCCCCCCCCCCCOC[C@H](CO[P@@]([O-])(=O)OCC[N+](C)(C)C)OC(C)=O
967,OC(=O)C1=CC(=O)NC(=O)N1
439168,O[C@H](COP(O)(O)=O)C=O
46936333,O[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1OS(O)(=O)=O)C(O)=O
137936,CC[Si](C)(C)C
3371,OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F
448718,N[C@@H](CCCNC(=N)N[C@H](CC(O)=O)C(O)=O)C(O)=O
446367,CC(=O)NC1=C(N)C=C(C=C1)C(O)=O
446978,C[N+](C)(C)C1=CC=C(CNC(=O)C2=CC3=C(C=CC(OCC4=CC=CC=C4)=C3)N2CC2=CC=CC(=C2)C(N)=N)C=C1
5288123,CC(C)CCS[P@](O)(=O)OP(O)(O)=O
46936334,CCCCCCCCCCCCCC(=O)CSCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
1021,NCc1ncc(CCC(O)=O)c1CC(O)=O
1712076,C[C@@H](CCCC(C)(C)O)C=C
36688194,C[C@@H](N)C(=O)CCCCCC(O)=O
46936335,NCC1=N[C@H](CC2C=CC(=O)C=C2)C(=O)N1CC=O
17754079,[H][C@@](CC(C)C)(NC(=O)[C@]([H])(CCCC)OP(O)(O)=O)C(=O)NC1=CC=C(C=C1)[N+]([O-])=O
446816,CN1N=C(C=C1NC(=O)NC1=CC=C(Cl)C=C1)C(C)(C)C
135403820,CC1(C)NC2=C(N=C1O)C(=O)NC(N)=N2
11915,OC(=O)C(=O)C1=CC=CC=C1
439616,O[C@H](C(O)=O)C1=CC=CC=C1
1550916,Nc1ncnc2c(nnc12)[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
688097,CSC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N
446854,OS(=O)(=O)CCNC1=CC=CC=C1
17753790,N[C@@H](Cc1cnc2cccc(N)c12)C(O)=O
1505,NC(=[NH2+])C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1O
447510,CC1=CC(Br)=C([O-])C(=C1)C1=NC2=CC(=CC=C2N1)C(N)=[NH2+]
100714,NC(C(O)=O)C(O)=O
657024,OC[C@@H](O)[C@H](O)[C@@H](O)CN1C(=O)N(CCCOP(O)(O)=O)C2=C1NC(=O)NC2=O
5287541,NS(=O)(=O)OC1=CC=C2C3=C(CCCCC3)C(=O)OC2=C1
46936336,CC(C)CCC[C@H](C)CCC[C@@H](C)CCC[C@H](C)CCOC[C@H](CO[P@]([O-])(=O)OC[C@@H](O)CO[P@](O)([O-])=O)OCC[C@H](C)CCC[C@@H](C)CCC[C@H](C)CCCC(C)C
46936338,OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)C2=NN=NN12
448379,CC(C)C1=C(N=C(NC(=O)C2=CC(NC(=O)C3=CC(NC=O)=CN3C)=CN2C)S1)C(=O)NCCCN(C)C
31260,CC(C)CCO
118458,NC1=CN=CC(Cl)=N1
46936339,C[C@H]1C[C@@H](NO)N[C@@H]1C(O)=O
445032,N[C@@H](CCCNC(N)=[NH2+])C(N)=O
5288783,O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1
135403830,NC1=NC(=O)C2=C(N1)N=C[C@@H]1CN(CN21)C1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O
46936340,I[C@@H]1CNC(=O)NC1=O
6441243,CCCCC[C@H](O)\C=C\C1=C(C\C=C\CCCC(O)=O)C(=O)CC1
71299813,O[C@H]1OC(=C[C@@H](O)[C@@H]1O)C(O)=O
46936342,CCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C\C\C=C\CCCCC
17754028,NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC1=CC=CC=C1)N[C@@H](CCC1=CC=CC=C1)C(O)=O
5288139,[NH3+]CCCCOB1OCCO1
46936344,O[C@H]1[C@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=[NH+]C2=C1NC(=O)NC2=O
168131,CC1=CN=C2C(=C1)C(C)=C(C)C1=C2[N+](C)=CC(C)=C1
11892832,CSC[S@@](C)=O
46936345,CCOC(=O)CC[C@@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)C1=NOC(C)=C1)C(C)C)CC1=CC=C(F)C=C1
46936346,C[C@H](NC(=O)[C@@H](C)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H]1NC(C)=O)C(=O)N[C@H](CCC(O)=O)C(O)=O
136122637,NC1=NC2=C(N=CN2[C@H]2O[C@@H]3CO[P@](O)(=O)O[C@@H]3[C@@H]2O)C(=O)N1
11113761,OC(=O)CCCCCN1C(=CC2=C1C=CC(OCC1=C(Cl)C=CC=C1Cl)=C2)C(O)=O
123912,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O
14607364,OC[C@H]1O[C@@H](F)[C@H](F)[C@@H](O)[C@@H]1O
46936348,NC(=O)C1=CN([C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]3O[C@H]([C@H](OP(O)(O)=O)[C@H]3O)N3C=NC4=C3N=CN=C4N)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)C1
10376202,CC(=O)N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
46936349,N[C@@H](CCSC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O)C(O)=O
46936350,O[C@H]1O[C@@H](COS([O-])(=O)=O)[C@H](O[C@@H]2OC(=C[C@@H](O)[C@H]2OS([O-])(=O)=O)C([O-])=O)[C@@H](O)[C@@H]1NS([O-])(=O)=O
46936352,C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1C[C@@H](CCCCCCCCC(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC3=C1N=CN=C3N)[C@H]2O
46936353,O[C@@H]1C[C@@H](O[C@H]1COP(O)(O)=O)N1C=C(I)C(=O)NC1=O
6323374,CC(C)C[C@@H](C(O)=O)C(=O)NO
8172,OCCOCCOCCO
46936354,CC1(C)[C@@H](CC[C@]2(C)[C@@H]1CC[C@]1(C)[C@H]2C(=O)C=C2[C@@H]3C[C@@](C)(CC[C@@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O
17753764,OC(=O)[C@@H](CC1=CC=CC=C1)N(CC1=CC=C(S1)C1=CC2=C(O1)C=CC=C2)C(=O)C1=CC=C(Cl)C=C1Cl
5702617,CC1=CC2=C(C=C1C)N(C[C@@H](O)[C@@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2
46936355,O[C@@H]1C[C@@H](O[C@H]1CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
443250,O[C@@H](CS(O)(=O)=O)C(O)=O
15689,NC1=NCCS1
46936356,CC(=O)N[C@@H](CC1=CC=C(C(=C1)P(O)(O)=O)P(O)(O)=O)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
446994,N[C@@H](CCSCCCCC(O)=O)C(O)=O
5702548,NC(=O)C1=CN(C=CC1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O
447560,CN(CCCCCCOC1=CC=C2C(OC=C2C2=CC=C(Br)C=C2)=C1)CC=C
65249,CC(=O)N[C@@H](CO)C(O)=O
46936357,CC(C)[C@@H](NC(=O)C1=CC=C(C=C1)C(=O)N1CCOCC1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C(C)C)C(=O)C(F)(F)C(F)(F)F
16760554,COC1=C(O)C=C2CCC3C4CC[C@H](O)[C@@]4(C)CCC3C2=C1
78057,CCOCCOCCOCCOCCOCC
25076,N[C@@H](C[SeH])C(O)=O
46936358,CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](O[C@@]2(CO)O[C@@H](CO)[C@H](O)[C@H]2O)[C@H]1O
447249,CC(C)(C)C1=C(C[C@H](N)C(O)=O)C(OCP(O)(O)=O)=NO1
65241,[O-]P([O-])(F)=O
46936359,N[C@@H](CC(=O)[C@@H](O)C1=CC=[N+](C=C1C(N)=O)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O)C(O)=O
5288814,[H][C@@]1(N(CCCSC1(C)C)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO
16129704,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=CC=C6)N
90334,NC1=NC=CC=C1OCC1=CC=CC=C1
46936360,OC[C@@H]1O[C@H](O)[C@@H](NS([O-])(=O)=O)[C@H](O)[C@H]1O[C@@H]1OC(=C[C@@H](O)[C@H]1OS([O-])(=O)=O)C([O-])=O
445756,CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(CN1C(C)=NC3=C1C=CC=C3)=C2
46936362,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](S)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1O
46936363,N[C@H](CO)[C@@H]1N=C(CC2=CN=CN2)C(=O)N1CCO
46936364,CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O
136254581,NC1=NC(O)=C(N)C(NC(=O)NC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)=N1
448969,CCCCN1C(CC2=CC(OC)=CC=C2OC)=NC2=C(N)N=CN=C12
446833,[H][C@](C(=O)C1=CC2=CC=CC=C2C=C1)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O
46186614,CSSC[C@@H](N)C(O)=O
978,NC1=CC=C(C=C1)C(O)=O
46936366,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1OP(O)(O)=O
46936367,CCOP(=O)(OCC)OC[C@@H](N)C(O)=O
1318,C1=CC2=CC=C3C=CC=NC3=C2N=C1
447484,NC(=[NH2+])c1cc2nc(nc2cc1Cl)C1=CC=CC(C2=CC=CC=C2)=C1[O-]
5287415,CCCCOC1=CC=C(C=C1)S(=O)(=O)N1C[C@H](C[C@@H]1C(=O)NO)NS(C)(=O)=O
656979,CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O
4469807,CN(CCO[P@]([O-])(=O)OP([O-])([O-])=O)CCC=C(C)C
17754073,C[C@@H](NCCCC[C@H](N)C(O)=O)C(O)=O
81831,OCC(CO)(CO)NCCS(O)(=O)=O
445779,CC1=CN=C(C)N=C1N
46936368,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[W](O)(O)=O)[C@H](O)[C@H]1O
11041133,O[C@H]1CN2C=CN=C2[C@@H](O)[C@@H]1O
5281672,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
135398634,NC1=Nc2ncnc2C(=O)N1
46936369,CC(C)C[C@H](NC(=O)[C@H]1CC(=O)NCCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@H](O)C[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCC1=CC=CC=C1
6992084,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
135398667,O[C@H]1C[C@@H](O[C@@H]1CO[P@@](O)(=O)OP(O)(O)=O)N1C=NC2=C1NC=NC2=O
446124,N[C@@H](CCNC(=N)NO)C(O)=O
46936370,O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@@](O)([O-])=O)[N+]1=CC=CC(=C1)C(O)=O
53359,COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F
135460965,NC1=NC2=NC=C(N=C2C(=O)N1)[C@@H](O)[C@H](O)CO
445715,CC(C)C[C@H](N)P(O)(O)=O
6950578,N[C@@H](CC1=CC=CC(O)=C1)C(O)=O
447873,CCCN1C(=NC(=C1C1=CC=NC(NC2CCCCC2)=N1)C1=CC=C(Cl)C(Cl)=C1)C1CCNCC1
447088,C[NH+](C)CCNC(=O)C1=CC=CC2=C(N)C3=C([NH+]=C12)C(Br)=CC=C3
135488878,NC1=NC2=C(N(CCNC(CO)CO)C=N2)C(=O)N1
46936371,O[C@@H]1[C@@H](O)[C@H](CP(O)(O)=O)O[C@H]1COP(O)(O)=O
46936372,OC[C@]12O[C@H]1C[C@H](O)[C@@H](O)[C@H]2O
1667,CN1C(CCCO)=C(CO)C2=C1C(=O)C=C(N1CC1)C2=O
12219,CCNC
46936373,CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1OC[C@@H](N)C(O)=O
447733,NCC1=CC=C(NC(=O)C2=CC=C3C=C(C=CC3=C2)C(N)=N)C=C1
25032396,C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
4470790,COC1=CC(=O)C2=C(C(COC3=CC=C(C=C3)[N+]([O-])=O)=C(C)N2C)C1=O
448650,OC(=O)C1=NON=C1O
447098,COC1=CC=C(OC2=CC=CC3=NC(N)=NC(N)=C23)C=C1
9584,NC1=CC=CC=C1F
446506,OCCOCCOCCOCCOCCOCCOCCS
175468,OC(=O)CCCCCCCCCCCBr
7991,CCCCC(O)=O
4564,NC1=NC(OCC2CCCCC2)=C2N=CNC2=N1
448219,[H][C@](N)(CCCC)C(O)(O)CNC1CC1
46936374,CC1(C)[C@H]2CC[C@]1(C)NC2
4369479,CC(=O)C1=[N+](CC2=CN=C(C)N=C2N)C(C)=C(CCOP(O)(=O)OP(O)(O)=O)S1
466959,CC(C)CCN(C[C@@H](O)[C@@H]1CC2=CC=C(OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1)C=C2)S(=O)(=O)C1=CC=CC=C1
8894,C1CCOCC1
119224,N[C@@H](CSCCO)C(O)=O
360579,O=C1N[C@H](Cc2cncn2)C(=O)N2CCC[C@@H]12
9543425,CCCCCCCC[S@@](=O)CCO
46936375,NC1=NC=NC2=C1[C@H](I)NN2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
1483,OC1=C(Br)C=C(Br)C=C1Br
220010,C[C@@H](O)[C@H](C)O
104406,CCOC(=O)C(=O)N1CCCCC1
449125,NCC1=CC=C(NC(=O)C(O)=O)C=C1
46936376,CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
5289158,OP(O)(=O)O[P@](O)([S-])=O
448864,CCCCCCCCCCCCCCCCOC(=O)CCCCCCC
46936378,CC(C)CC(=O)O[C@H]1[C@@H](O[C@@H]2C[C@]3(C)[C@H]4CC[C@@H]5C[C@@]4(CC[C@H]3C(C2)(C(O)=O)C(O)=O)[C@@H](O)C5=C)O[C@@H](COO)[C@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O
447021,COC1=CC(CN(C)C2=CC=C3N=C(N)N=C(N)C3=C2)=C(OC)C=C1
7124,OC(=O)C1=NC2=C(C=CC=C2)C=C1
446237,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC=C(F)C=C1
46936379,OC[C@@H]1O[C@H](O[C@H]2O[C@@H](COP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O
6602106,NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1O
46936380,COC(=O)C1=CC(C[C@@H](NC(C)=O)C(=O)N[C@@H]2CCCCN(CC3=CC=C(C=C3)C3=CC=CC=C3)C2=O)=CC=C1C(F)(C(O)=O)C(O)=O
46936381,OC(O)CN(C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O)CP(O)(O)=O
78386,OC(=O)CCCC1=CC=CS1
448748,[NH3+]CC1CCCCC1
46936382,CCCCCNC(=O)[C@@H](CC1=CC=C(OC(C(O)=O)C(O)=O)C=C1)NC(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
17754062,N[C@H](CO)CCCCNC(O)=O
46936383,CO[C@H]([C@@H](O)[C@H](O)CO)C(=O)CO
356,CCCCCCCC
3465283,CCCCC1=NC2=C(N1)C(=O)NNC2=O
17754171,N[C@@H](C[Se](=O)=O)C(O)=O
46936385,COC1=CC=CC(OC)=C1C(=O)N[C@H]([C@@H]1N[C@H](C([O-])=O)C(C)(C)S1)C(=O)OC[C@@H](N)C([O-])=O
46936387,N[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O
449178,N[C@@H](CCC(=O)NO)C(O)=O
46936388,OC[C@H]1O[C@]2(NC(=O)N(O)C2=O)[C@H](O)[C@@H](O)[C@@H]1O
12530,CCCCCCCCCCCCC(O)=O
5288108,OC(=O)[C@@H](Cc1cnc2ccccc12)NS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1
5496627,[H][C@@](CC1=CC=CC=C1)(C(O)=O)[C@]([H])(CC1=CC2=C(OCO2)C=C1)C(O)=O
6324670,CC1=CN([C@H]2C[C@@H](O)[C@H](CO[P@@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O
6338574,O[Sb](O)O
46936389,NC1=NC=NC2=C1N=CN2[C@@H]1OC[C@@H](OP(O)(O)=O)[C@H]1O
5745914,NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O
6398431,[H][P@@](=O)(CCCCCCCCCCC)OCCCC
25322935,N[C@@H](CCC(=O)N[C@H](CSC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O
159772,NC(=N)NC1=CC=C(C=C1)C(O)=O
192579,N[C@@H](CSCP(O)(O)=O)C(O)=O
657073,CN(C)CCCOC1=CC(=O)SC2=CC=CC=C12
1507,NC(=[NH2+])C1=CC2=C(NC(=C2)C2=CC=CC=C2O)C=C1
7504,NCC1=CC=CC=C1
46936393,CCCCC\C=C\C\C=C\C\C=C\C\C=C\CCCC[P@@](F)(=O)OC
445576,CC1(C)CCC(C)(C)C2=CC(=CC=C12)C(=O)\C=C\C1=CC=C(C=C1)C(O)=O
46936394,C[C@H]1[C@H](C=C)C2=CC3=C(C)C(CCC(O)=O)=C4C=C5C(CCC(O)=O)=C(C)C6=[N+]5[Fe]5(N34)N3C(=C6)C(C)=C(C=C)C3=C(C1=[N+]25)C1=CC=CC=C1
46936396,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1N
46936397,O[C@H](COP(O)(O)=O)[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
136254582,OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1CNC2=C(O)N=CN=C12
447735,CC(C)C1=NCCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2
46936399,COC(=O)NCCCCCC(=O)N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
46936400,NC(=N)NCCC[C@@H](N1CCC1=O)C(O)=O
10579415,CC1=NC=CN1CCCCC1=CC=C(CC(=O)N[C@H](CO)C(=O)N[C@H](CCCCN)C(=O)NCCC2CCCCC2)C=C1
446276,[H][C@@](C)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)CN1C=CC2=CC=CC=C12
448012,C[C@](O)(CBr)CCO[P@](O)(=O)OP(O)(O)=O
80654,O=CNCC1=CC=CC=C1
10976469,C[C@H](OP(O)(O)=O)[C@@H](N)C(O)=O
46936401,O[C@H]1O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN2C=CN=C32)[C@@H](O)[C@@H]1O
46936402,NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H](O)CO)[C@H](O)[C@H]1O
46936403,CC(=O)N[C@H]1[C@H](O)C[C@@](O[P@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(N)=NC2=O)(O[C@@H]1[C@@H](O)[C@H](O)CO)C(O)=O
15906,OCCSSCCO
46936404,CC(C)CC1=N[C@](O)([C@H](N)[C@H](C)O)N(CC=O)C1=O
135403591,CN1C=NC2=C1N=C(N)N=C2O
4635864,CN(CC(O)=O)C(N)N
447622,CC(C)(N)C1=CC=C(C=C1)C1=NC(NC2=CC=C(CCN3CCOCC3)C=C2)=NC=C1Cl
46936405,OC[C@H](OS([O-])([O-])[O-])[C@@H](O)CN1C[C@@H](O)[C@H](O)[C@H]1CO
46936312,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@@]2(NC(=O)NC2=O)[C@H]1O
444718,[H][C@](O)(CC1=CC=CC=C1)C(O)=O
135415618,OCCCCN1C=NC2=C1N=C(NC1=CC=CC=C1)NC2=O
443201,CC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O
46936407,N[C@@H](CO[P@](O)(=O)OC[C@@H](O)CO)C(O)=O
46936408,NC(=O)C1=CC=C[N+](=C1)[C@H]1C[C@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@@H]1O
1855,CC1=C(CC(CO)CO)NC(=O)NC1=O
17754183,NC(=N)NCCC[C@@H](NC(=O)CCC(O)=O)C(O)=O
136254583,NC1=NC2=C(N=C(O)N2[C@H]2C[C@@H](O)[C@H](CO)O2)C(=O)N1
5288001,OB(O)C1=CC=C(\C=C\C(O)=O)C=C1
3711,CC1=C(CC(N)=O)C2=C(C=CC(OCCCP(O)(O)=O)=C2)N1CC1=CC=CC=C1
657149,CCCCCC1=CC=C(C=C1)C(=O)N(CC1=CC=C(C=C1)C1=CC=C(CC(=O)OC)C=C1)C1CCN(CC2=NC=CN2)CC1
17753820,[H][C@@](C)(CC[C@]([H])(N)[C@]([H])(C)C(O)=O)C[C@]([H])(C)[C@]([H])(CC1=CC=CC=C1)OC
54688261,[H][C@](CC(C)=O)(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O
448400,CC(C)CCO[P@](O)(=O)OP(O)(O)=O
46936411,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](COS(=O)(=O)NC(=O)[C@@H]2CCCN2)[C@H](O)[C@H]1O
17754104,[H][C@](N)(CC1=C(O)C=C(O)C(N\C(COC2=CC=C3C=CC=CC3=C2)=C\C=O)=C1)C(O)=O
189150,O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)C(=O)COP(O)(O)=O
6989,CC(C)C1=CC=C(C)C=C1O
46936412,[O-]C(=O)C(=C\OP(=O)=O)\C1=CC=CC=C1
439162,OC[C@@H](O)COP(O)(O)=O
46936413,CC(C)(CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[N+](C)(C)C
132213,C[C@@H](NC(C)=O)C(O)=O
8987,CCN(CC)C(S)=S
160478,OC1=CC2=C(C(O)=C1)C(=O)C=C(O)C2=O
439811,OC(=O)C(=O)CP(O)(O)=O
46936415,C[S@+](CCON)C[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N
447480,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC=CC(OC2CCCC2)=C1[O-]
25322948,NC1=NC=NC2=C1N=CN2[C@H]1O[C@@H]2CO[P@](O)(=O)O[C@@H]2[C@@H]1O
46936416,N[C@H](CC1=CN(C=N1)c1nnnn1)C=O
46936417,CCN(CC)C(=O)[C@H]1O[C@H](C[C@@H](N)[C@@H]1NC(C)=O)C(O)=O
119,C(CC(=O)O)CN
6590,CC(C)C(O)=O
292661,NC1=CC=C2N=C(N)N=C(N)C2=C1
2146,NNC(N)=N
15624,OC1=CC=CC=C1CC=C
2144,NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O
79014,OC[C@@H](O)C=O
46936418,CC1=CC=C(OC\C(NC2=CC(C[C@H](N)C(O)=O)=C(O)C=C2O)=C\C=O)C=C1
447652,CC(=O)NC1=NC(=CC=N1)C1=C(C)N=C2C=CC=CN12
136245517,NC1=NC2=CC=C(C[C@@H](C(O)=O)C3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)C=C2C(=O)N1
448524,[NH3+]CCCCO
15227560,C[C@H](CF)C[C@H](N)C(O)=O
3330246,[O-]C(=O)c1cccn1
445992,CN(CCCCCCOC1=CC=C2C(SN=C2C2=CC=C(Br)C=C2)=C1)CC=C
